"Column0","smiles","targets"
157,"CCCC[C@](C)(CN=C(C)O)Nc1c2c([nH]c(=NCc3ccc(OC)cc3OC)n1)CCCC2",1
158,"CN1CCN(c2ccc(F)c(C(N3CCC(F)(F)[C@@H](Oc4ccc5ccccc5n4)C3)=O)c2)C1=O",1
163,"CCOC([C@@H]1CC[C@H](Nc2ccc(C(N)=NO)cc2)C1)=O",1
165,"c1cc(Cl)ccc1C1CCC2(CC1)CCN([C@H]1CC[C@H](O)CC1)C2=O",1
167,"c1ccc(C2CCC(C(C(c3ccccn3)=O)OC(c3ccccc3)=O)CN2)cc1",1
170,"CC(C)(C=O)Nc1nc(-c2ccc(C#N)cc2)c(Cl)s1",1
171,"C1CCN(C2CCN(C(Cc3csc(-c4cc(Cl)ccc4C(=N)O)n3)=O)CC2)CC1",1
173,"Cc1cc(C(NC(C)c2cc(Cl)c(OCC(F)(F)F)nc2)=O)nc(N=C(C2CCC2)O)n1",1
174,"CC1=NC2(c3cc(Br)ccc3CC23CCC(OC)CC3)N=C1N",1
175,"Cc1ccc(S(n2cc(Br)c3c(F)cccc32)(=O)=O)cc1",1
176,"C1CCNC(Cc2nc3c(C(=O)O)ccnc3[nH]2)C1",1
179,"CC(c1ccccc1N=C(c1cc(=NCCN(C)C)[nH]c(-c2ccccc2)n1)O)=O",1
180,"c1cc(F)c(C(=NCC(=O)O)O)c(N)c1",1
181,"CC1(C)Oc2cc(Oc3ccc(C=O)cc3F)ccc2C(=O)O1",1
183,"C1CC(=O)C=C(OC(c2cc(Cl)c3c(c2Cl)C2(CCS3(=O)=O)OCCO2)=O)C1",1
184,"CCOC(CN(CCc1ccc(C(C)C)cc1)S(c1cc(C#N)ccc1O)(=O)=O)=O",1
186,"Cc1c(F)c(F)c(CS(Cl)(=O)=O)c(F)c1F",1
187,"CN(C1CCN(c2ccnc(C(O)=O)c2)CC1)c1ccc(F)cc1C(=Nc1ccc(Cl)cn1)O",1
188,"c1c(N=[N+]=[N-])c(OC(F)F)c(Cl)nc1Br",1
190,"c1cc(C(CC(=O)O)N)cc([N+]([O-])=O)c1",1
193,"C1CCN(CCCNC(c2ccc(CCl)cc2)=O)CC1",1
194,"C=CCN1CCc2c3cc(F)ccc3n(-c3ccc(F)cc3)c2CC1",1
196,"c1c(C(Cl)=O)ncc(OC(F)F)n1",1
197,"CC(CC(C)(C)N=C(CCOC)O)N(C)C",1
198,"CCOC1CC(c2ccccn2)OC2(CCN(C(c3cccc(F)c3OC)=O)CC2)C1",1
199,"Cc1cc(-c2nccc(C(N)=O)n2)cc(Br)c1",1
200,"CC(C)C[C@@H](C(=O)OC)N1CC(Oc2cc(C)ccc2F)=CC1=O",1
202,"CC1C=Cc2c(nc3c(n2)=CC(C)c2ccccc2-3)=C1",1
204,"CSC1=CN(Cl)C(=O)C2=C(NCNC2Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)O1",1
206,"CCOC(c1c[nH]c2c(Br)ccc(C)c2c1=O)=O",1
208,"CC(C)N1CCC[C@H]1CN=C(c1cn(C2CCCC2)c(=O)c2c(C)c3ccccc3n12)O",1
212,"c1cc(-c2ccnc(Cl)c2)cc2c1CC[C@]21C(F)(F)COC(=N)N1",1
215,"C1CN(c2cc(Cl)ncn2)CCC1(F)F",1
223,"COC1(OC)CCOCC1I",1
224,"CC1(C)C(=O)N(C)C(=NOC(N(C)SC(C)(CCl)CCl)=O)S1",1
227,"CC(C)(C)NC(c1ccc(Cl)c[n+]1[O-])=O",1
229,"Cc1c(-c2nc3c(s2)C(=O)N(C)CC3)cccc1Cl",1
231,"COC(COc1cc(OCc2ccccc2)cc(O)c1C(C=CC1C=CC=CC1)=O)=O",1
232,"CCN(C1CCCCC1)C(CCc1ccc(F)cc1)=O",1
234,"CCc1c(CCC(=O)O)c(-c2ccc(Cl)cc2)no1",1
235,"CC(=O)OON=C1CC(c2ccc(Cl)c(OC)c2F)NC(C(=O)OC)C1(Cl)Cl",1
236,"c1cc2c(F)ccc(Br)c2nc1",1
237,"CCc1ccc(Nc2c(-c3nnc(O)o3)ccc(F)c2F)c(F)c1",1
238,"c1ccc2c(c1)CCC2n1cccc(C(N=c2cc[nH]cc2)=O)c1=O",1
239,"CN(CC(OC)OC)c1nc2ccc(F)nc2[nH]1",1
240,"CCCCCCCC1C(C=C(CC(=O)OC)C(=O)OC)O1",1
241,"c1cc2c(cc1-c1ccc(CO)o1)[nH][nH]c2=N",1
244,"CN1CCN(c2cccc(Cn3cc(C(=N)NO)ccc3=O)c2)CC1",1
245,"c1ccc(Sc2cc(N)ccc2C#N)cc1",1
246,"CC(C)[C@@H](C(N(Cc1ccccc1)C([C@@H]1CCCN1CC(C12CC3CC(CC(C3)C1)C2)=O)=O)=O)N",1
247,"CC1(C)C(C)(C)OB(c2cn(C(C3CC3)C3CC3)c(=O)c3ccccc32)O1",1
248,"c1cc(C#N)c2c(c1)C(=O)C(n1ccnc1C(N)=O)C2",1
249,"C(CCn1cncn1)Cc1ccc(OCc2coc(/C=C/c3ccc(C(F)(F)F)cc3F)n2)nn1",1
250,"c1cc(N)c(F)c2ccc(Br)cc12",1
253,"Cc1ccc(NS(c2cc3c(cc2-c2ccccc2)NC(=O)CO3)(=O)=O)cc1C",1
254,"COc1cccc2c1c1cc(CO)nn1c(O)n2",1
255,"C1CCc2c(ccc(I)n2)C1",1
257,"C1CCN(C2(c3ccco3)CCSCC2)CC1",1
260,"CC(C(c1ccc2c(c1)CCC(=O)N2CCOCc1ccccc1)=O)=NO",1
261,"Cc1cc(N2CCC(OCC3(C)CC3(F)F)CC2)nc(C#N)c1C(=O)OC",1
266,"c1cc(Oc2cc(O)cc(O)c2-c2cc(C(=NCCF)O)no2)ccc1[N+]([O-])=O",1
268,"Cc1ccc(O)c(-c2c(F)c(F)c(F)c(F)c2F)c1",1
269,"CC=COC(C(C(=O)O)(N)S(C(C)(C)C)(=O)=O)=O",1
271,"c1ccc(COC([C@@H]2CC[C@@H]3CN2C(=O)N3OCc2ccccc2)=O)cc1",1
272,"CN1CCNC(Cc2ccc(CC(=O)OC)cc2)C1",1
274,"COC(CN(CCc1ccc(O)c2c1ccc(O)n2)C(=O)OCc1ccccc1)OC",1
277,"CC1CCc2c(cc(-c3ccccc3)n2-c2ccc(O)c(C(=O)O)c2)C1",1
278,"CCSCCNCc1ccccc1P(c1ccccc1)c1ccccc1",1
279,"c1cc(F)ccc1C1(c2cc(O)c(O)nn2)CC1",1
280,"c1cc2c(nc1)n(-c1ccc(C(C(=O)O)=O)cc1)cn2",1
282,"COc1cc(OC)nc(N=C(NS(c2c(C(=O)OC)ccc(OCC(F)(F)F)n2)(=O)=O)O)n1",1
283,"CSC1=NS(=O)(=O)c2cc(Br)sc2N1",1
285,"CC(C)S(c1cc2c(c(OCc3ccccc3F)c1)[nH][nH]c2=Nc1nccs1)(=O)=O",1
287,"C1CCc2c(cc3c(=O)n(-c4cc(F)cc(Br)c4C=O)ccn23)C1",1
288,"c1cc2nncn2c(Oc2cc(Br)cnc2N)c1",1
291,"CCN(CC)C(=S)SCCc1ccccc1",1
293,"C(c1csc([N+]([O-])=O)c1-c1cscn1)#N",1
294,"CS(c1c2c(ccc3cnsc32)c(C(N)=O)s1)=O",1
297,"c1ccc(COn2c3ccc(N(Cc4n[nH]nn4)C(c4cccnc4)=O)cc3cn2)cc1",1
299,"CCC#CON1C(c2ccncc2)C=NS1",1
305,"CC(C)CCn1c2ccccc2c(O)c(C2=Nc3ccc(Cl)cc3S(=O)(=O)N2)c1=O",1
306,"Cc1c2n(nn1)CCN(c1ccc(Cl)cc1)c1cc(C(=O)OC)ccc1-2",1
307,"c1cc2c(cc1Cl)sc(=NCC(F)(F)F)[nH]2",1
308,"CC(N(c1ccc(N)cc1)n1cnnc1)=O",1
309,"COc1ccc(C(c2ccc(F)cc2)=O)c(F)c1",1
311,"CCCc1nc(=O)c(-c2ccc(C)cc2)c(O)[nH]1",1
315,"CC(=Nc1ccc(N)c2c1SCC(N=C(C)O)C2=O)O",1
319,"c1cc(-c2cnc(N3CCNCC3)c3nc(N)cn23)sc1",1
321,"Cc1cc(I)cc2c1onc2O",1
324,"CC(C)=CC[C@H]1[C@](C)([C@H]2[C@H](OC)[C@H](OC(N=C(CCl)O)=O)CC[C@]23CO3)O1",1
326,"c1ccc2c(c1)-c1ccccc1C2CN=C([C@H](CO)[C@H](c1ccc([N+]([O-])=O)cc1)O)O",1
327,"C[C@@H](c1ncc(F)cn1)Nc1ncc(Cl)c(=Nc2cc(OCC(F)(F)F)n[nH]2)[nH]1",1
335,"CS(c1ncc(C#N)c(OC2CC3(CC(N=C(O)OCc4ccccc4)C3)C2)n1)(=O)=O",1
336,"CC(C)CC(C)(COc1ccc2c(c1)COc1c[nH]c(=N)cc1-2)N=C(O)OC(C)(C)C",1
337,"c1cc(F)ccc1C(c1cc(-c2ccc3c(c2)OCO3)c2c(c1)sc(=N)[nH]2)O",1
340,"C#Cc1c2c(Cl)cc(C(C)N)c(-c3ccccc3)n2c(C)n1",1
344,"CC(CN=c1cc(Cl)nc[nH]1)c1ccnc2c1OCC2",1
347,"CC(=NC(/C=C/CP(O)(O)=O)C(=O)O)O",1
349,"CCCOC(CC1c2cc(C)c(C)cc2C(=O)N1c1cccnc1)=O",1
350,"Cc1ncc2n1nc(-c1ccc(Nc3nc4n(n3)CCCC4c3ccc(F)cc3)cc1)o2",1
357,"c1cc(NC(N2CCS(=O)(=O)CC2)=O)ccc1Cl",1
358,"Cc1ncc(N=C(C(C#N)=C(C(Cl)(Cl)Cl)N)O)n1-c1ccccc1",1
361,"CC1c2c([nH]n(-c3ccc(Cl)c(Cl)c3)c2=O)-c2ccccc2O1",1
364,"CC[S]1C(C(=O)O)=C(O)N=C1c1cnc2ccc(I)cn12",1
367,"CCCCS(N1CCC(c2nc(-c3cc4ccccc4[nH]3)c3c(=N)[nH]ccn32)CC1)(=O)=O",1
368,"CC#CCOc1cnc(C(=Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(=N)N3)c2)O)cn1",1
369,"Cc1cc(S(NC(=Nc2cc(Br)cc(NC(=N)O)n2)O)(=O)=O)cs1",1
372,"c1ccc(COc2csc(C3=Cc4ccccc4OC3)n2)cc1",1
375,"c1cc2c(c(-c3cc4ccncc4[nH]3)n[nH]2)nc1",1
377,"CC(C)CN(c1cc(OC2CCCC2)nn2cnnc12)C(=O)OC(C)(C)C",1
378,"c1cc(P(c2ccco2)I)oc1",1
379,"CNc1cnn(CC(F)(F)F)c1C(N)=O",1
380,"Cc1nc(C(N2C[C@H]3C[C@H]3[C@H]2CN=C(C(F)(F)F)O)=O)c(-c2cccc(F)c2)s1",1
381,"CCCc1nnc(N=C(CN(C)C)O)s1",1
383,"CC(C)(C)OC(C1(ON=C(c2ccco2)C(=O)O)CCCC1)=O",1
386,"CC(C)(C)OC(=NC1CCC(Cn2c3c(c[nH]c(=NC)n3)c(-c3ccccc3)n2)CC1)O",1
388,"CC(C#N)(COC)Nc1ccc(Cl)cc1",1
391,"CC(C)C(=C)C(c1cc2cc(C(=O)O)oc2c(C)c1C)=O",1
392,"CC=C(CCN1CCOCC1)c1c(C)c(C(=O)OC)cs1",1
397,"C1CCCC(C(c2ccccc2)=O)CC1",1
399,"C(CC1OCCO1)C(CCC(F)(F)F)=O",1
400,"CC(C)N1C(=O)C2(CCNCC2)N=C1O",1
402,"CC(C)Cn1c(-c2c(Cl)c(C)cs2)nn(CC(=O)O)c1=O",1
404,"CCOC(CCN=C(C1CCCN(C(c2c(C)nc(NC(=N)N)s2)=O)C1)O)=O",1
406,"c1cc(C(=Nc2ccc(C(NN)=O)cc2)O)oc1",1
408,"c1cc(N2CCOCC2)ccc1N=c1cncc(Cl)[nH]1",1
409,"c1ccc2c(c1)ccc1c2ncnc1Cl",1
412,"C(N=C(c1cc([2H])c(NC2(C#N)CCC2)c([2H])c1F)O)([2H])([2H])[2H]",1
413,"CC1=CC(C)(C)C(C(=C)CCOC(C)=O)C(C)(C)C1",1
414,"c1ccc(OCC(N2CCCC2)=O)c(-n2c(N)c(C(=Nc3ccc(C(F)(F)F)cn3)O)cn2)c1",1
416,"CC(C)(C#N)c1ccc(N=c2c3cc(Cl)ccc3[nH]cc2[N+]([O-])=O)cc1",1
418,"C[C@H]1CC[C@H](N=c2c(I)c[nH]c(=N)[nH]2)CC1",1
420,"Cn1c(=O)n(-c2cc(N)c(F)cc2Cl)nn1",1
426,"CCCCOc1nc2c(CCCCCN3CCC[C@H]3C(=O)OC)c(C#N)[nH]c2c(N)n1",1
428,"CC(C)(C)OC(N(C)C1CCc2c1cc(F)c(B1OC(C)(C)C(C)(C)O1)c2F)=O",1
431,"Cc1cccc(C)c1OCC(=N[C@@H](Cc1ccccc1)[C@H](C[C@H](Cc1ccccc1)N)O)O",1
432,"CCOC(CC1C(=O)[S](CC#N)c2c(cccn2)N1)=O",1
435,"CC1=C(c2cnc(OC)nc2OC)C(c2ccc(OCCN3CCCC3)cc2)Oc2cc(O)ccc21",1
438,"COC([C@H]1CCC[C@@H](COc2cccc(O)c2C=O)C1)=O",1
439,"c1cc(F)c(Cl)cc1C=C[N+]([O-])=O",1
440,"c1cc(-c2cncn2-c2cc(C(O)=O)[nH]c2)c(F)c(F)c1",1
442,"Cc1cc(-c2ccc(Oc3ccc(F)c(OC)c3)cc2)c(N)nc1",1
444,"c1ccc2c(c1)cccc2CN=C(C1CCc2ccccc2O1)O",1
446,"CC(C)(C)OC(=NCC(=O)ON1C(=O)CCC1=O)O",1
449,"CCOC(C1=C(c2cccc(F)c2NC(C(C)(C)C)=O)CCC1)=O",1
453,"C[C@@]1(c2cc(Br)cc([N+]([O-])=O)c2)COCC(S)=N1",1
455,"CCCN1CC(=O)N2C(Cc3cc(O)ccc3C2(C)C)C1=O",1
456,"CS(=O)(=O)OCc1ccc(-c2c(F)cc(OC3CCOCC3)cc2F)nn1",1
457,"Cc1cc2c(c(Br)c1O)sc(C1CC1)n2",1
458,"Cn1c2ccc(-c3cc(CCC(=O)OC)ccc3OCC3CCCC3)cc2sc1=O",1
460,"c1ccc(-n2[nH]c(=O)c[n+]2[O-])c(Cl)c1",1
463,"CC(C)(C(=O)OC)N1COCN=C1O",1
465,"c1ccc(-c2ccnn(C3=CCCC=C3)c2=O)cc1",1
468,"c1cc(F)cc(-n2c(CC(=O)O)ccn2)c1",1
469,"C1CNCC(=O)N(c2c(Cl)cncc2Cl)C1",1
470,"CC(c1ccccc1)n1c2ccc(F)cc2c2c1c[nH]n2",1
473,"CC(=Nc1ccc(CCc2ccc(CN(C)C)o2)cc1)O",1
474,"CN(CCCn1c(-c2ccccn2)cc(C(N(C)OC)=O)n1)C(=O)O",1
475,"c1cc2c(c(F)c1)nc(C(c1ccc(F)cc1)=O)nc2Cl",1
476,"C=Cn1cc(C(=Nc2ccc(C(C)C)nc2)O)cn1",1
477,"Cc1cc(C(F)(F)F)cc(NN=C(C2CCCCN2C(C(c2cccs2)=O)=O)O)n1",1
479,"Cc1cc2c(cc1F)[nH]c(C(=O)OC)c2-c1cccnc1OC",1
481,"CC(C(C)(C1CC2CCC1C2)C(=O)OC)NN=C(c1ccccc1)O",1
483,"CCOC(c1cc(Cl)nc2c1c(C#CC1CCCCC1)nn2C1CCCCO1)=O",1
487,"c1cc2ncc(C#N)n2nc1C=NC1(C#N)CC1",1
488,"CCCC1=C2C[C@H](C3(C)CO3)CCC2(C)CCC1=O",1
493,"CCOC(C1=CCCC[C@H]1S([C@H]1CCc2cccc(Cl)c21)(=O)=O)=O",1
494,"COC=C(c1ccccc1Oc1c(F)c(Oc2ccccc2)ncn1)C1=NOCCO1",1
495,"CCOC(N1CCc2c(oc3cc(C=O)nn23)C1)=O",1
496,"Cc1c(-c2c(Cl)cccc2F)c(N)n(C)n1",1
497,"CCCc1c(C)c(-c2cccc(C(F)(F)F)c2)nc(C#N)n1",1
498,"CC(C)=CCOCC(C)(C)C(C(C)C)O",1
502,"c1ccc2c(c1)-n1cc(C(=O)OCCN3CCOCC3)nc1CO2",1
504,"CC(C)(c1ccc(-c2ccco2)cc1)C(=NCCOC)O",1
506,"CC1(C)CC(c2cc(F)cc(NC3(C(=O)O)CC3)c2)Nc2ccc(S(NC3CCC3)(=O)=O)cc21",1
507,"c1cc(C2(F)CCNCC2)ccc1C#N",1
508,"CC(C)(C)[Si](C)(C)OC1CN(c2ccccc2)S(=O)(=O)C12CCN(Cc1ccccc1)C2",1
511,"CC(C)(C)OC(Nc1ccc(Cl)cc1CN(CC#N)C1(C)CC1)=O",1
512,"CN1CCN(c2ccc(Nc3nc4ccsc4c(Oc4cccc([N+]([O-])=O)c4)n3)cc2)CC1",1
513,"CC(C)(CCC(CC(C(Cc1ccccc1)N=C(c1cnc2ccccc2n1)O)O)c1nc[nH]n1)F",1
515,"Cc1c(N=C(c2cc(C(F)(F)F)nc3ccc(Br)cc23)O)cn(Cc2ccn(C)n2)n1",1
516,"Cc1cc(OCCCS(C)(=O)=O)ncc1-c1ccc(F)c(C(=O)O)c1",1
517,"CCN(CC)C(C(Br)(F)F)=O",1
518,"CN1CCn2c(c(C(Nc3ccc(S(N)(=O)=O)cc3)=O)nc2-c2ccc(Cl)cc2F)C1",1
519,"Cc1ccc(S(NC2CC(Oc3c(Br)cccn3)C2)(=O)=O)cc1",1
521,"CC1=CC(C(=NC)S)(Oc2c(Cl)cc(C(F)(F)F)cn2)N=N1",1
522,"C#Cc1c(Cl)cc(C(N(C)OC)=O)c(-c2cccc(F)c2)c1/N=N/N1CCCC1",1
523,"CCOc1ccc(N=c2nc(O)cc(N)n2-c2ccccc2)cc1",1
524,"Cc1c(-c2ccc(S(NC)(=O)=O)cc2)nn(C)c1O",1
526,"C1COCC1n1cc(-c2c[nH]c(=N)nc2)cn1",1
527,"COCCCc1cc(-c2ccccc2C(F)(F)F)cc(N)c1N",1
528,"c1cc2c(c([N+]([O-])=O)c1Cl)sc(N1CCN3CCC1CC3)n2",1
529,"CCOC(C(C(=O)OCC)Oc1ccc2cc(CN)[nH]c2c1)=O",1
530,"Cn1c(N2CCC[C@@H](N=C(O)OCc3ccccc3)CC2)c(NC(c2c(N)cnc(Cl)n2)=O)cn1",1
531,"c1ccc(-c2cc(OC(N3CCCCC3)=O)nc3ccccc23)cc1",1
532,"CCOC(c1cc2c(ccc3c2O[C@@H](CO)CO3)[nH]1)=O",1
534,"CC(C)C(C)(C(=N)O)N=C(C(C)=C(C)C(=O)O)O",1
535,"CCOC(c1c(C#N)c2c(c(Br)c(C)s2)[nH]1)=O",1
536,"CC(N1CCNC(=O)c2ccc(cc2)NC2=NC(=NCC1)N=C(OCC(F)(F)F)N2)=O",1
539,"COC(C(C(Cc1ccccc1Cl)=C(SC)SC)=O)OC",1
540,"CCC(CC(=O)[S]1CCNc2ccc(C(C(F)(F)F)(C(F)(F)F)O)cc21)=O",1
549,"CCC(C#N)Oc1cccc(C(F)(F)F)c1Cl",1
551,"COC(C=C1C2CC3CC1CC(OC)(C3)C2)=O",1
555,"CC(C)P1N(c2ccccn2)CCO1",1
557,"Cc1ccc(SC(C2=NCCCS2)(C(=O)OC)[N+]([O-])=O)cc1",1
562,"CN1CCc2c3ccccc3n(Cc3ccc(C(NO)=O)cc3)c2C1",1
563,"Cc1cccc(N=C(O)OC)c1CNc1cccnc1N",1
564,"CC(C)OC(C1=C(OC(C)C)OCC1=O)=O",1
566,"C[C@H]([C@@H](C(=Nc1nc(C(=O)OC)cs1)O)N1C(=O)[C@@H](c2ccc(OC)cc2)N=C1O)OC",1
572,"CC1(C)c2c(ccc[n+]2[O-])C2(CCN(C3=NC(=O)C4(Cc5ccccc5C4)O3)CC2)O1",1
574,"c1ccc(C2(O)CSc3ccccc32)cc1",1
577,"Cc1cc(NCCCl)c2c(n1)n(-c1ccc(Cl)cc1Cl)c(C)n2",1
587,"Cc1c(B2OC(C)(C)C(C)(C)O2)cccc1N1Cc2c(sc(C(C)(C)C)n2)C1=O",1
590,"CC1(C)CCc2c1c1c3c(c(=O)[nH]cn3)sc1nc2N(C)C",1
591,"CC(=Nc1ccc(C#Cc2ccc(CC(=NN=C(O)OC(C)(C)C)O)cc2)cc1)O",1
593,"c1ccc(Nc2c(F)cccc2F)c(CC(=O)O)c1",1
594,"CCN=C(C1C=CN(c2ccccc2)NC1=N)O",1
599,"c1(C(C(=O)O)O)c(F)c(F)c(F)c(F)c1F",1
600,"C1CC(=O)c2c1c(Br)ccc2F",1
602,"C[Si](C)(CCl)c1ccc(Cl)cc1Cl",1
