0,US03931198A;nan;1976;pistachio;200,cb028e659175f3c4297c6b61b8f0fbf76b51b1cc4e2c5273b3ec65b1,[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]([CH2:7]1)=[O:8])[CH3:9].[N:10]#[C:11][K].O.O=S(O)O[Na],[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]([CH2:7]1)([OH:8])[C:11]#[N:10])[CH3:9],9.7.262,Urech cyanohydrin method,([C:1]-[C;H0;D4;+0:2](-[C:3])(-[OH;D1;+0:4])-[C;H0;D2;+0:5]#[N;D1;H0:6])>>([C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4]).([K]-[C;H0;D2;+0:5]#[N;D1;H0:6]),325dd0efb0067ace50e6c7a56301d173d22d5a052b296913df1ab796,1.0,1
0,US03931196A;nan;1976;pistachio;221,6e095494ebd026b626614a01a52fce59e302726da9431c1cf60c8e46,[CH2:1]=[CH:2][P:3]1([CH2:4][CH2:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]21)=[O:13].CO.CCO.O=P1(CCCc2ccccc21)Cl.ClC(Cl)Cl,[CH2:1]=[CH:2][P:3]1([CH2:4][CH:5]=[CH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]21)=[O:13],0.0,Unrecognized,([#15:1]-[C:2]-[CH;D2;+0:3]=[CH;D2;+0:4]-[c:5])>>([#15:1]-[C:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[c:5]),06a5206757b0bb2cd92c3af3b1a190daba0e6207d1f59420be6b1917,1.0,1
0,US03931196A;nan;1976;pistachio;222,97bc6f5711e6cac832ad173130404f664d24a28e3601bc1580109683,[CH2:1]=[CH:2][P:3](=[O:4])([CH:5]=[CH2:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1.[CH3:13][NH2:14].[NH4+].[Cl-],[CH3:13][N:14]1[CH2:6][CH2:5][P:3]([CH2:2][CH2:1]1)(=[O:4])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,0.0,Unrecognized,([C;D1;H3:1]-[N;H0;D3;+0:2]1-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[#15:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-1)>>([C;D1;H3:1]-[NH2;D1;+0:2]).([CH2;D1;+0:3]=[CH;D2;+0:4]-[#15:5]-[CH;D2;+0:6]=[CH2;D1;+0:7]),96c1a5a76f8ab8bfeb515f8a6766016a4b5f76f7d73793bada061194,1.0,1
0,US03931196A;nan;1976;pistachio;223,a4d3fb9084378bcd3c028e4fd32e4a855e26ed74616c76df6ea2ed74,[Cl:1][P:2]([Cl:3])CCCc1ccccc1.Br[CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[Cl:1][P:2]([Cl:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,0.0,Unrecognized,([C:2]-[CH2;D2;+0:1]-[P;H0;D3;+0:4](-[Cl;D1;H0:3])-[Cl;D1;H0:5])>>(Br-[CH2;D2;+0:1]-[C:2]).([Cl;D1;H0:3]-[P;H0;D3;+0:4](-[Cl;D1;H0:5])-C-C-C-c1:c:c:c:c:c:1),d330e5a69b89c68a2b8bfbf1b144c55bda8f727d4f2c8859901f0c7b,1.0,1
0,US03931196A;nan;1976;pistachio;224,7050ac2787993d4feb8d6b36cb0610329dc2c9acb69599c7834c4c64,[O:1]=[P:2]1([CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21)[OH:11].C=[N+]=[N-].COP1(CCCc2ccccc21)=O,C[O:11][P:2]1([CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21)=[O:1],10.4.2,Methylation,([#15:1]-[O;H0;D2;+0:2]-[C;H3;D1;+0])>>([#15:1]-[OH;D1;+0:2]),970df03993b0a79e08126ffe605bd90bcec3e983279181771ab9773f,1.0,1
0,US03931196A;nan;1976;pistachio;225,6729416d8ef93b9df4a8fd386b26e0c4b51783b37bc8c34d3cfd550b,[CH3:1][CH2:2][P:3]1([CH2:4][CH2:5]C[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)=[O:12].O=P1(CCc2ccccc21)O.C1CCOC1,[CH3:5][CH2:4][P:3]1([CH:2]=[CH:1][c:10]2[cH:9][cH:8][cH:7][cH:6][c:11]21)=[O:12],0.0,Unrecognized,([CH3;D1;+0:5]-[C:4]-[#15:3]1-[CH;D2;+0:2]=[CH;D2;+0:1]-[c;H0;D3;+0:9](:[c:10]):[c:8]-1:[cH;D2;+0:6]:[c:7])>>([CH3;D1;+0:1]-[CH2;D2;+0:2]-[#15:3]1-[C:4]-[CH2;D2;+0:5]-C-[c;H0;D3;+0:6](:[c:7]):[c:8]-1:[cH;D2;+0:9]:[c:10]),e6cc48449ad066adfb415b72b03cbc9e85aaa13a745d2987d3acd472,1.0,1
0,US03931196A;nan;1976;pistachio;226,d916efba014bfcb921899a30910d33f9f2b93ccca9613bcaace01768,[CH2:1]=[CH:2][P:3]1([CH2:4][CH2:5]C[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)=[O:12].O=P1(C=Cc2ccccc21)O,[CH2:5]=[CH:4][P:3]1([CH2:2][CH2:1][c:10]2[cH:9][cH:8][cH:7][cH:6][c:11]21)=[O:12],0.0,Unrecognized,([CH2;D1;+0:5]=[CH;D2;+0:4]-[#15:3]1-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:9](:[c:10]):[c:8]-1:[cH;D2;+0:6]:[c:7])>>([CH2;D1;+0:1]=[CH;D2;+0:2]-[#15:3]1-[CH2;D2;+0:4]-[CH2;D2;+0:5]-C-[c;H0;D3;+0:6](:[c:7]):[c:8]-1:[cH;D2;+0:9]:[c:10]),08276e246f19750d13e1043dc42770803abccb3ead34291d471d64f0,1.0,1
0,US03931196A;nan;1976;pistachio;227,23d1875e509ddddc61e5b4f691f10ff6f547def0f29ec23c0300a097,[CH3:1][O:2][P:3]1([CH2:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)Br)=[O:12].CCN(CC)CC.c1ccccc1,[CH3:1][O:2][P:3]1([CH:4]=[CH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)=[O:12],9.7.253,Bromo elimination,([#15:4]-[CH;D2;+0:3]=[CH;D2;+0:1]-[c:2])>>(Br-[CH;D3;+0:1](-[c:2])-[CH2;D2;+0:3]-[#15:4]),847cf67856eee1696026bb862973729135880d92a9efe10b1a713749,1.0,1
0,US03931196A;nan;1976;pistachio;228,9b8ee286c35dcfa36b22fd23fe12114ef0d7a2ec106d6d092406829a,[CH2:1]=[CH:2][P:3]1([CH:4]=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)Br)=[O:12].C=CP1(CCc2ccccc21)=O.O=C1CCC(N1Br)=O.CCN(CC)CC.ClC(Cl)(Cl)Cl.[Hg],[CH2:1]=[CH:2][P:3]1([CH:4]=[CH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)=[O:12],9.7.139,Debromination,([#15:4]-[C:3]=[CH;D2;+0:1]-[c:2])>>(Br-[C;H0;D3;+0:1](-[c:2])=[C:3]-[#15:4]),831029a1922ccf1ba3183868d9267c3443b4062c985926efb0b18f0b,1.0,1
0,US03931200A;nan;1976;pistachio;229,6061baeb63994383cbd6c5afec79ec6c113f79e1c72ce44810d9dae9,[NH4+:1].CC(=O)N[c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[O:8][CH2:9][c:10]1[n:11][c:12]([cH:13][cH:14][c:15]1[Cl:16])[Cl:17].[OH-].O.CO.FB(F)F,[NH2:1][c:4]1[cH:3][cH:2][cH:7][cH:6][c:5]1[O:8][CH2:9][c:10]1[n:11][c:12]([cH:13][cH:14][c:15]1[Cl:16])[Cl:17],0.0,Unrecognized,([C:6]-[#8:5]-[c:4]1:[c:7]:[c:8]:[cH;D2;+0:1]:[c:2]:[c;H0;D3;+0:3]:1-[NH2;D1;+0:9])>>(C-C(=O)-N-[c;H0;D3;+0:1]1:[c:2]:[cH;D2;+0:3]:[c:4](-[#8:5]-[C:6]):[c:7]:[c:8]:1).([NH4+;D0:9]),58bcc1fbc77c5d53340161987efa4bfdbb22b1b4fef7e2fd1d652dba,1.0,1
0,US03931200A;nan;1976;pistachio;230,88cf2951f367d43b8098e43e4f34d47fcddf55820169be3eba4f81d4,[NH2:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[O:8][CH2:9][c:10]1[n:11][c:12]([cH:13][cH:14][c:15]1[Cl:16])[Cl:17].[O:18]=[C:19](Cl)Cl.Cc1ccccc1,[O:18]=[C:19]=[N:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[O:8][CH2:9][c:10]1[n:11][c:12]([cH:13][cH:14][c:15]1[Cl:16])[Cl:17],9.7.11,Amino to isocyanato,([C:3]-[#8:4]-[c:5]1:[c:6]:[c:7]:[c:8](-[N;H0;D2;+0:9]=[C;H0;D2;+0:1]=[O;D1;H0:2]):[c:10]:[c:11]:1)>>(Cl-[C;H0;D3;+0:1](-Cl)=[O;D1;H0:2]).([C:3]-[#8:4]-[c:5]1:[c:6]:[c:7]:[c:8](-[NH2;D1;+0:9]):[c:10]:[c:11]:1),6a432eb15e5d5f73777992b6fd31a3aa803e8e8299bacd290668c953,1.0,1
0,US03931200A;nan;1976;pistachio;231,abb60d4739970350fa754be43ff83ce12cf1d6eb39be0b5f3a1f7b0d,[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[O:10]Cc1nc(ccc1Cl)[Cl:11].[CH3:12][CH2:13][N:14](CC)[CH2:15][CH3:16].c1ccn[cH:17][cH:18]1.[CH3:19][NH:20][O:21][CH3:22].[ClH:23],[CH3:22][O:21][N:20]([CH3:19])[C:2](=[O:1])[NH:3][c:4]1[cH:9][cH:8][c:7]([cH:6][cH:5]1)[O:10][CH2:12][c:13]1[n:14][c:15]([cH:16][cH:17][c:18]1[Cl:23])[Cl:11],0.0,Unrecognized,([#8:17]-[N;H0;D3;+0:18](-[C;D1;H3:19])-[C;H0;D3;+0:13](=[O;D1;H0:14])-[NH;D2;+0:12]-[c:11]1:[c:10]:[c:9]:[c:8](-[O;H0;D2;+0:7]-[CH2;D2;+0:3]-[c;H0;D3;+0:2]2:[n;H0;D2;+0:1]:[c;H0;D3;+0:4](-[Cl;H0;D1;+0:6]):[cH;D2;+0:5]:[cH;D2;+0:21]:[c;H0;D3;+0:22]:2-[Cl;H0;D1;+0:20]):[c:16]:[c:15]:1)>>(C-C-[N;H0;D3;+0:1](-[CH2;D2;+0:2]-[CH3;D1;+0:3])-[CH2;D2;+0:4]-[CH3;D1;+0:5]).(Cl-c1:c:c:c(-[Cl;H0;D1;+0:6]):n:c:1-C-[O;H0;D2;+0:7]-[c:8]1:[c:9]:[c:10]:[c:11](-[N;H0;D2;+0:12]=[C;H0;D2;+0:13]=[O;D1;H0:14]):[c:15]:[c:16]:1).([#8:17]-[NH;D2;+0:18]-[C;D1;H3:19]).([ClH;D0;+0:20]).([cH;D2;+0:21]1:[cH;D2;+0:22]:c:c:c:n:1),bbe47974ef2d2eaa91356abb324f0680edfc70fb80dc99fe6f8ddb6a,1.0,1
0,US03931200A;nan;1976;pistachio;232,900fbde6434da25c6d59789ef2c78fa7331a6d0571812be93ccba4c3,[CH3:1][N:2]([CH3:3])[C:4](=[O:5])Cl.[NH2:6][c:7]1[cH:8][cH:9][c:10]([cH:11][cH:12]1)[S:13][CH2:14][c:15]1[n:16][c:17]([cH:18][cH:19][c:20]1[Cl:21])[Cl:22].c1ccncc1,[CH3:1][N:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:9][c:10]([cH:11][cH:12]1)[S:13][CH2:14][c:15]1[n:16][c:17]([cH:18][cH:19][c:20]1[Cl:21])[Cl:22],2.1.1,Amide Schotten-Baumann,([#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[c:5])>>(Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3]).([NH2;D1;+0:4]-[c:5]),eeadbdca01cf3e241b5eb1bfc0ff9de0523a5ca667985e34e9062251,1.0,1
0,US03931200A;nan;1976;pistachio;233,5546adb72a0c66cf1385714cd8fabf7540e674c53db7178f8d286485,[ClH:1].O=C(O)c1n[c:2](ccc1Cl)[Cl:3].O=S([Cl:4])Cl.[cH:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1.O.[Na+].CO.[BH4-],[Cl:4][c:7]1[cH:6][cH:5][c:10]([c:9]([n:8]1)[CH2:2][Cl:3])[Cl:1],0.0,Unrecognized,([Cl;D1;H0:3]-[CH2;D2;+0:2]-[c;H0;D3;+0:9]1:[#7;a:4]:[c;H0;D3;+0:5](-[Cl;H0;D1;+0:1]):[c:6]:[c:7]:[c;H0;D3;+0:8]:1-[Cl;H0;D1;+0:10])>>(Cl-S(=O)-[Cl;H0;D1;+0:1]).(Cl-c1:c:c:[c;H0;D3;+0:2](-[Cl;D1;H0:3]):n:c:1-C(-O)=O).([#7;a:4]1:[cH;D2;+0:5]:[c:6]:[c:7]:[cH;D2;+0:8]:[cH;D2;+0:9]:1).([ClH;D0;+0:10]),66756a788787eac8fde6cbe1f3a0a27f3efabe897723648dcd948c96,1.0,1
0,US03931199A;nan;1976;pistachio;234,7ad67a30922b4f5c98ca47c1fd91bc55ca953563ecbaff613db13f07,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[o:6][c:7]3[n:8][cH:9][cH:10][cH:11][c:12]3[c:13]([c:14]2[cH:15]1)=[O:16].O=C1CCC(N1[Br:17])=O.O=C(OOC(=O)c1ccccc1)c1ccccc1.ClC(Cl)(Cl)Cl,[O:16]=[c:13]1[c:12]2[cH:11][cH:10][cH:9][n:8][c:7]2[o:6][c:5]2[cH:4][cH:3][c:2]([cH:15][c:14]12)[CH2:1][Br:17],10.1.5,Wohl-Ziegler bromination,([Br;H0;D1;+0:1]-[CH2;D2;+0:2]-[c:3])>>(O=C1-C-C-C(=O)-N-1-[Br;H0;D1;+0:1]).([CH3;D1;+0:2]-[c:3]),eece798354409c857729b8ffcb1d9784ebdca6b0d62c935232f02dc9,1.0,1
0,US03931199A;nan;1976;pistachio;235,d465e89d6f25e075cb1edf9c919f209d9771bffa35b3dad9bf95894f,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][n:7][c:8]2[o:9][c:10]2[cH:11][cH:12][c:13]([cH:14][c:15]12)[CH2:16]Br.C1N2CN3CN1CN(C2)C3.CC(=O)O.O.Cl,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][n:7][c:8]2[o:9][c:10]2[cH:11][cH:12][c:13]([cH:14][c:15]12)[CH:16]=O,8.1.1,Bromo to oxo oxidation,([O;H0;D1;+0]=[CH;D2;+0:1]-[c:2])>>(Br-[CH2;D2;+0:1]-[c:2]),e0a898e804497d14ad6dab577601e4a37a2b449fd22945ef3fe054cb,1.0,1
0,US03931199A;nan;1976;pistachio;236,cbbf2158264de70ee773a55d69cbf59dc0641dd45022c1b5a55e5f33,O[CH:1]1[c:2]2[cH:3][cH:4][cH:5][n:6][c:7]2[O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]21.Cl.CC(C)O,[cH:12]1[cH:11][cH:10][c:9]2[O:8][c:7]3[n:6][cH:5][cH:4][cH:3][c:2]3[CH2:1][c:14]2[cH:13]1,9.7.60,Deoxygenation,([#7;a:5]:[c:4]:[c:3]-[CH2;D2;+0:1]-[c:2])>>(O-[CH;D3;+0:1](-[c:2])-[c:3]:[c:4]:[#7;a:5]),ff4418c496614b697bae69825594df7eeffd13cf78751251d4267b46,1.0,1
