fragment_id,feasible_compounds,infeasible_compounds
102558345,0,1
2820467338,1,0
1414326926,6,12
465365648,2,0
2024073873,0,1
2920082066,0,1
2555177619,0,1
1012722329,1,0
2582440604,1,0
2353326748,0,1
3199003294,2,2
3302812319,1,0
1556408996,5,4
1921837734,6,1
27060903,7,5
3403999917,7,36
2311383725,0,2
359983791,1,0
1067772590,0,1
2969365170,1,0
4217694900,0,3
2370103993,0,1
2037705404,0,6
3588549308,0,1
2743397054,15,26
749005504,1,0
1013246660,4,7
638905031,1,9
2575624905,173,629
3527207630,0,8
1397025487,1,0
1973742288,0,3
2769087187,3,1
4135381719,4,5
1302129371,34,10
2870799070,0,2
2712988382,0,1
1306323678,0,1
3746360034,0,2
71625446,5,5
1099754219,0,2
2455562995,4,2
32828148,0,1
2298276599,0,1
891087609,0,2
447015674,1,0
2544691962,0,1
3821333246,3,1
235203327,9,12
2203904776,15,39
2860313356,0,1
4281133839,1,0
2545216273,1,0
3135040275,1,0
757918483,0,1
590670617,1,0
525134622,0,6
3563907871,0,1
2489117485,1,1
2489117486,0,4
4123847469,0,1
813493041,0,1
4199344947,1,0
2074405685,0,1
1329392439,5,11
2102717246,4,19
3440175935,2,6
1035266879,11,12
1566370636,0,3
2789010253,5,1
2264722253,1,0
4279561038,1,9
3586452304,2,0
2710891347,0,3
2488068948,83,324
3444894547,0,2
419752790,22,14
1188883292,0,2
1823796071,10,3
1009052519,2,0
930933609,1,1
178580331,0,3
3245140844,1,0
2154097520,2,2
1335159664,1,0
2571430772,0,1
3152341879,5,4
4186237815,2,0
4294765433,0,1
3341085564,0,2
453307260,0,1
852814723,0,1
3337939843,0,1
1615129479,0,3
1250225033,1,4
2334976906,0,1
4037340046,1,0
3213159312,2,2
3239898000,0,2
2138368921,0,1
1168960411,7,12
3650939804,1,0
243592091,0,4
3605326755,2,1
859630504,0,1
1404890026,1,0
1026878380,28,18
3690261425,2,13
1400171446,0,2
2349657016,1,0
1712647096,0,1
3469011901,1,2
3870616511,27,14
1231350720,2,0
3862752197,0,2
354216901,0,1
2300898247,6,2
3693931464,3,0
3354192841,5,0
926215114,43,60
2218585033,1,3
1334111181,1,0
103082958,0,1
2991909839,1,0
2298801101,0,1
1536486357,15,1
1309469654,0,2
398257111,0,1
3849120729,4,1
3021794265,0,2
3168594911,1,0
1482484705,26,59
860679140,0,1
286059501,2,3
1966926831,1,0
2569333743,0,1
566029302,1,1
671411191,0,1
1278536697,0,3
719645691,0,1
2107960324,0,1
1386540037,8,5
3022842885,1,2
3771526149,1,0
2140990476,1,5
2242178068,0,1
1056238620,1,4
3794594844,0,1
591719454,0,3
4012698655,1,0
4153207840,3,5
412412963,3,0
2327637030,2,2
126151723,5,14
2031414316,1,0
2075978798,22,14
2274683954,1,0
4225559602,0,3
668789817,1,4
2211245114,0,1
987032635,0,2
2940005437,0,3
478997566,1,0
919399496,1,0
1942285385,1,0
3658280013,47,56
2292509775,1,0
2582441043,1,0
1401220179,0,6
464317526,0,1
1350888536,1,0
3378310233,0,2
3567578201,0,1
1982131292,1,12
277671005,1,3
4268551264,0,1
2984045667,177,148
3454856292,0,1
4168936551,0,1
2450320490,0,1
3484216431,1,2
2327637104,0,1
819260529,0,2
3533499506,1,0
2361191540,1,2
3213159541,15,14
445967480,0,1
2243751034,0,1
1478290556,1,3
2991385724,1,0
1905060989,0,1
3658804351,1,0
3714903168,2,3
1719463040,5,0
3901025406,0,2
2771709056,0,1
8187013,0,2
4149537934,0,1
4101827728,1,0
332197009,0,4
845999250,66,334
2264722578,0,1
1959586964,2,3
3165449364,1,0
466939028,1,0
2052385942,2,12
2373774490,1,0
4128042144,0,1
3641502880,0,1
3675581606,0,3
3347377320,64,79
271903915,7895,3379
4141673644,0,1
1626139824,6,6
2658462902,57,38
603778231,1,0
3400330426,1,0
3989105850,0,1
593292480,1,0
2930568386,14,13
252505282,0,1
993324230,0,6
2064968903,1,1
4038913227,3,3
2009918669,1,0
181202126,0,1
1950149837,0,1
3046436048,1,0
2097999056,0,4
1794436307,0,1
1197272275,0,1
1162669271,0,1
1019014362,0,1
3103059168,1,0
4024233185,1,1
2521623776,0,3
275573987,21,33
3432836324,4,15
3588549864,5,8
3136089320,0,1
2766990577,14,17
2967792882,5,1
2718231794,0,2
95743221,1,0
442297596,2,0
3793022204,0,1
1204612350,1,0
4024757503,1,0
603778303,0,1
2794777855,0,1
204795139,0,2
4242861321,1,2
1715793164,0,2
3564432653,0,1
1816456463,0,1
4252298515,1,0
2995055893,7,5
1711598872,1,0
656731417,10,17
3025988888,0,1
2623335707,5,19
2888625441,1,0
4038913323,1,0
164949293,1,0
1881468208,1,0
3249335601,0,21
1063054642,4,7
3495226674,0,1
88927540,1,0
3769429303,0,2
3628920121,0,2
3116690746,0,1
4131712319,1,0
2991385920,0,1
3939822913,6,10
1642392902,4,6
130346312,1,0
2135223628,2,0
4194626893,1,0
1602022734,1,1
1230302542,0,1
2730290512,1,0
1181019472,1,0
1098181969,0,1
2984045907,1,0
3952405847,1,0
313847129,1,1
4183616860,2,1
4019514716,1,0
1730997598,0,1
2869751135,1,5
1140125025,4,2
3176459617,2,11
546631011,1,0
899476836,1,0
3946638696,6,33
1140649325,3,6
2398940529,1,0
1766649202,0,1
2646928755,1,0
2978278772,0,2
904195447,1,0
3599560056,1,0
3246189943,1,0
867495290,1,0
3379359099,1,7
2436689273,0,1
3351571842,13,5
3764710791,2,0
1920265609,0,1
21294478,0,1
104656281,0,1
3685543322,1,0
4241812890,1,0
1019014556,0,1
3777818014,3,4
705490335,0,1
3841781152,0,9
1288498592,0,1
1991044514,1,0
289729957,59,166
14478757,2,0
2297228712,0,8
2787437998,1,0
638905780,0,1
3432312245,0,2
3916230070,2,0
2821516728,4,20
4162645433,1,0
3692883387,1,0
3093097916,1,0
1756687804,1,0
963964353,0,1
2164583874,3,28
531951043,0,1
3457478084,7,23
4120702402,0,1
197979587,0,1
2779049417,1,0
2917985738,0,2
3193236939,43,4
2453466572,0,2
1815408077,1,0
1775562189,1,0
837086669,1,20
2331307469,0,2
3228888523,0,1
2810506707,0,1
3681349076,0,1
2545216991,0,1
3392466401,8,2
4062506468,1,0
3055349221,0,3
3338989036,0,2
2590305774,4,2
3226791406,0,4
3007114736,1,1
3319066094,0,1
1843719666,1,0
2413096438,0,1
43838980,0,4
2995580420,0,1
736423431,0,1
4252298762,0,1
156036620,0,2
238874125,0,2
250932750,1,0
497872399,2,0
4084526610,2,0
249884182,1,0
2449796631,0,1
2276257305,1,0
2592402973,0,1
1902439966,0,17
122482216,4,13
3632066088,1,0
1459416618,0,2
3623153196,1,0
2327113268,139,94
1284304441,1,0
499445305,0,1
732753467,1,2
1086647867,0,1
1105522239,26,80
3431788095,17,1
49081919,4,1
2282548802,1,0
1294790207,1,13
2772758080,0,6
304410179,0,2
1270148684,1,0
3191664204,1,0
743763533,0,1
2203381329,1,0
153415250,1,4
4003786323,1,0
3485265494,0,1
532475480,16,28
3190615641,1,1
2977754713,2,4
4151111258,1,0
2100096602,0,1
3423399515,0,1
3830247007,1,0
3449089634,19,3
3164925538,1,0
549252707,0,2
415034980,0,1
3234131559,49,80
4053593710,1,0
2887577204,1,0
3644649081,0,1
2381115002,1,0
1443163772,1,0
2725047934,1,0
1577905792,6,1
2291461761,1,0
39120515,2,10
2636443270,1,0
2816274055,1,0
3475304072,8,23
3901550221,1,1
3052727949,4,2
293924501,90,163
1106570901,3,1
1825894039,0,6
82636440,0,14
616361625,0,1
2352279196,2,1
3120361122,0,1
2613374627,18,37
170716838,1,0
3912036010,3,3
3612667571,0,1
2994007732,0,1
2013064884,0,3
1934421686,4,1
305983158,2,1
3450138298,0,2
77393595,1,0
1517088443,0,1
2087513789,1,1
2117922498,0,1
250932930,0,1
2708795074,0,1
3372019398,1,0
1370287823,0,1
269807315,0,1
1351413461,3,2
3039096534,0,1
1374482135,0,1
3734302424,0,3
729083606,0,1
1184689888,1,0
1460989666,4,3
2871848674,1,0
2766991076,0,1
3820809957,0,2
2124738278,1,1
2971463399,1,0
1035267813,0,1
3904171762,0,1
3488935668,1,2
3777818358,1,0
4228706039,0,1
2399465218,18,93
1816456965,1,0
1965879045,0,3
282390279,1,1
1729949448,2,0
4164742920,1,3
1501884171,1,5
236252947,18,83
146599701,2,0
3382505238,1,2
218427157,1,0
386723610,0,2
1023209243,99,210
1831661339,0,2
1957490461,0,1
2095902494,19,10
2473389857,2971,5429
480046884,1,2
525135652,2,7
3120885546,0,1
1194651436,1,0
99413805,2,1
1891954477,0,1
2563567408,1,0
1646063408,0,1
4046253876,0,3
1859972921,0,12
3416059709,159,217
4011126590,0,1
3644125006,8,16
2379018063,24,23
3515150162,0,3
250933074,0,2
4167364437,0,1
2299850582,1,0
3729583963,1,1
572845917,2,0
3510431583,1,0
1797058402,0,1
3292327778,0,1
2680483686,1,0
1549070187,3,0
1871507312,24,21
3977047921,47,127
1928654704,10,2
752152432,1,0
2342317938,1,0
145551227,0,2
1963782015,0,1
1478291328,1,6
2069688196,0,1
1170534277,0,1
1524428677,0,1
564981639,6,3
2232741769,1,0
497872780,10,56
1685909392,0,1
4041011091,1,0
3147100053,39,1
407695254,1,0
2582966167,2,0
65335190,0,2
1021112214,0,2
876408730,1,0
2244800411,0,1
4260163488,1,0
3906793379,1,5
1285877668,4,0
2124738473,0,1
4238667690,1,0
918351787,0,1
1993666479,0,1
3901550515,1,0
4279562169,2,7
247787450,1,0
4100255676,7,3
3210014657,433,467
1724706758,0,2
3391418311,2,0
1226633161,40,143
3628396489,0,1
2313482198,0,1
1775038424,0,2
2857693149,1,0
3485790175,1,0
3245141984,0,1
1556934625,2,0
2475487201,0,4
4150587363,0,1
2921656295,0,1
60092395,2,0
3086807024,3,0
4069322737,34,10
1833234416,1,1
1311043569,1,0
4209831925,10,22
1457844213,0,29
1671229431,1,0
1345646584,1,7
306507775,0,1
1679093762,1,1
2135748611,2,0
1591537672,0,1
3114070025,5,0
1123872785,2,1
4102877202,1,0
2890199064,2,0
2686251034,0,1
2910646302,2,8
2667900963,2,0
39645221,0,1
1412755494,1,0
3501518891,4,0
1797058604,14,43
950333484,0,1
3249860655,1,0
415559728,2,0
2951540790,0,5
1753542713,1,0
3854889023,0,1
3161256000,2,0
1460465732,0,1
42266694,2,0
2710892616,22,34
1974267976,0,1
4074565706,0,3
3366776909,0,2
501018705,0,1
2837246033,0,2
2197614678,2,0
666169431,1,1
1930227800,0,2
2647978075,0,1
2554130524,1,0
2625433693,3,3
1564799069,2,11
3791450209,1,0
589623394,1,0
2976182376,0,1
2012016751,0,2
3490508912,0,1
1360326767,0,1
1951199346,0,5
3383029875,1,0
1408036975,0,1
3960270965,0,2
1102377078,1,1
1412755576,7,0
610594944,1,0
3694981248,0,1
1833758856,0,1
1182068875,3,1
541913235,1,6
2025123991,1,0
2726097048,0,1
3959222425,0,2
2343366810,0,3
4135383198,0,1
2416242851,1,5
1365045413,0,1
1137504425,0,1
2379018411,0,1
551874732,1,0
4199346349,115,142
96268460,0,2
4128567468,0,41
4050448561,0,1
3955028148,1,1
132968629,1,0
1154281653,1,0
1030549687,0,2
3465343163,4,5
3842306238,10,9
2860314817,0,2
232059077,1,5
3358912712,0,2
3004494025,11,0
2863460564,0,1
2613375190,2,5
1408037089,2,0
816640227,0,1
1085075684,0,1
721219813,2,0
4187287781,1,0
3540840677,0,1
1393357030,0,1
1822224617,0,3
2514284780,1,0
769978604,0,1
2764894446,1,0
326430965,2,1
1707405561,0,1
4064604411,0,2
3355767035,0,1
38072579,0,1
4228706570,1,1
1735192842,1,0
936702227,20,21
1473573141,27,95
249884952,1,1
1130164511,0,1
3418157345,4,0
4088721698,1,0
1300033827,1,0
499970341,1,8
3193237804,24,3
1080881452,6,0
2609705264,0,3
420802868,0,4
1088745783,6,8
1392832825,1,1
1455747388,1,0
431812931,0,1
3671912773,2,0
1035268422,2,0
1517613383,1,0
939323720,1,0
3612143945,1,0
3655135557,0,1
3167023440,66,99
3844403539,63,118
1219293528,2,0
2578772327,1,0
3024941415,1,0
2211770727,0,1
3506762087,0,1
1394930030,0,7
1019015536,3,3
4160549232,0,1
856486262,0,3
111997305,0,10
2258956669,7,0
4095013247,1,1
1518137727,1,0
592245120,1,1
650965379,1,0
1687482756,1,1
1286926727,0,1
396685704,0,1
3254055308,0,1
2800546189,0,1
2393174415,8,18
102560146,1,0
3738497432,2,0
3917803929,3,0
3398234527,2,0
3513577887,1,1
3613192608,2,0
1841623457,1,1
3131896227,762,652
736948645,4,1
2328162726,0,3
2775904679,1,20
3559190952,1,1
1940713896,0,1
4193055141,0,1
2780098988,0,1
2202857912,1,0
1521807808,1,0
3039097284,1,0
3323785669,1,0
1293742537,22,26
2255286730,0,8
2985619913,0,1
2204955089,1,1
2800546258,1,0
303886802,0,1
1912926677,4,0
520942038,1,0
1955394005,0,1
167571928,12,23
4160025049,0,2
156037593,2,3
1589440987,2,1
2532635099,0,4
1019015645,1,0
2317152734,0,1
1100804576,2,0
1721037282,1,0
2236412391,1,1
30732780,1,0
2474963438,0,1
629993968,0,1
821359090,0,1
2218586611,1,2
2438263285,0,1
2137846262,0,1
154464759,0,1
2641162744,0,2
3020747263,0,3
3351572993,3,2
4204065282,1,0
4232376839,1,3
1745678856,0,6
249885196,1,3
3489985039,105,202
3505713685,1,5
2136273430,2,1
2678911511,0,1
1860497955,60,12
559739434,0,1
3976524335,1,0
4185190962,0,1
2504847923,46,86
2950492724,3,5
613216819,3,1
3518296632,1,0
300216888,0,2
3550278209,0,1
2659512901,1,0
4233425483,2,0
1208283725,0,2
1556935246,0,4
2568811093,1,0
2530538073,0,2
1114436186,0,14
803533404,2,1
1004335715,0,1
258798181,0,1
3888968293,0,1
1981084266,0,2
1103426160,33,289
1020064370,0,1
3012883059,1,0
4223988341,3,2
3180130933,0,1
2312958584,1,0
2790060664,1,1
2980377208,0,1
1699541628,1,1
3074749054,0,3
1364521604,0,1
4269601413,0,1
3808752266,0,3
733278862,18,0
3648844431,19,6
1047851665,0,1
2209149590,4,0
398783128,0,1
1547498145,2,1
1655501474,0,1
2912219815,0,4
3739021992,0,3
635237032,0,1
3081040554,4,1
1906635434,0,1
1593635502,2,1
2807362225,2,6
662500018,1,3
1055191731,1,4
4269077172,7,3
995947186,0,1
1476719287,9,0
3205821113,1,0
1011675835,0,4
914682559,1,0
4177851073,0,9
462746307,1,2
2273112774,1,7
3469013707,1,7
310178508,11,1
2332357323,0,2
1983705807,68,53
2001007311,1,0
726463190,1,0
4027904730,1,1
1082454746,1,0
2582442719,1,0
1698493151,3,26
2559374051,1,0
1503982307,0,1
2143089383,3,3
2530013928,0,1
243593962,2,1
745861867,0,2
4162122476,79,63
2105864940,0,3
1701638898,0,1
2291987188,0,1
2697261813,2,0
64811776,1,0
1984230145,4,4
1409610498,0,5
1384444674,0,2
809300741,1,0
3941921542,1,0
798814986,0,1
3175936779,2,8
4004311820,0,1
2880238352,3,5
1756164880,9,5
1944384274,5,0
226816784,3,0
927265552,0,1
1582625559,2,0
536146712,1,0
3273978647,0,2
1236595482,2,1
1973220121,0,2
634188573,1,0
2345988894,5,3
2296705823,3,3
2279404323,148,115
1104999204,1,2
2392126248,0,3
1232401193,6,1
3603231531,1,0
3817141036,1,4
1541731117,1,0
460649260,1,0
1993667375,0,1
2072310576,0,1
2996630323,1,0
3496276787,0,1
3926192949,0,2
1488778045,1,0
807727941,1,3
459600711,0,3
3308581704,3,4
3968136009,1,0
2415194954,5,0
1373434697,1,2
2309813072,0,1
4181521234,2,1
1350366037,0,1
790950741,0,1
4008506203,159,109
1773466459,0,1
2385834845,0,2
1049424738,4,0
245691235,0,1
3957125988,0,1
2368533349,1,7
348975975,5,0
2915890024,25,25
2781672296,0,3
326955882,1,1
1977938799,0,1
76870513,6,9
519893877,0,1
11334518,1,0
571798391,2,2
753726332,0,3
3073176449,0,1
3931960195,0,1
1961685893,0,1
490009488,28,74
2560422801,1,0
3121410960,1,0
11858833,0,3
2776429460,1,1
3789878170,0,5
1422193563,1,5
3174364061,0,1
400356254,1,1
862778274,11,16
816116642,0,10
1360327603,0,1
1023210423,5,0
3869045690,0,1
2223829949,2,0
3481596862,7,6
1411183549,1,0
383054783,0,3
2079126465,1,6
1410134978,0,1
1975841728,0,2
2574578628,0,22
3740070853,0,1
3492082633,1,0
800388042,2,27
595391433,0,4
548729805,0,8
785707985,1,5
2195518426,5,6
3387225050,0,3
2961503198,0,2
1448408031,2,4
336393185,5,10
471659492,4,6
1985278954,1,0
1876227051,0,1
2226451436,0,1
1235022829,1,0
303887343,3,7
2143613935,0,2
1553789938,0,1
2428302324,4,5
746386425,8,11
519369723,27,149
3401380859,4,10
2068116476,0,1
288683006,0,1
2562520064,7,8
2174546944,1,0
4086625286,1,0
627373067,1,0
2856121356,0,1
2084369421,1,0
408220691,0,1
2878141460,1,0
3716477972,1,1
1878848534,1,0
3954504730,1,0
754250781,7,4
59569182,3,14
4152685611,0,6
3206345777,29,33
4093441074,0,3
2480206900,1,0
141882433,576,514
3979146306,0,3
1296888900,0,3
535622724,0,1
2794255430,0,1
372569161,0,1
3170169934,0,1
190116944,16,43
3261920337,0,2
2806314070,7,12
3411866710,0,1
3387749465,0,1
3933008991,6,11
568652912,1,0
1739912305,0,1
2234315889,0,4
3882677364,2,6
3879531637,2,1
649393268,0,1
2647454840,1,0
2492789883,235,197
1422193787,3,5
3699700860,0,1
3408721022,1,1
3693933698,0,1
2913793156,10,19
3323786374,1,0
3640456333,0,7
3117216912,0,5
2768041106,3,1
720172179,1,0
3707040916,1,0
2506421400,4,4
1371337887,0,1
2689397924,1,0
482145449,1,0
1379202224,0,1
3369923762,1,0
21296306,0,1
1075115188,2,1
1179448500,0,1
788853942,0,1
3805082807,14,16
3186422967,0,1
2719282367,0,1
3221550272,1,1
2159342785,0,2
899478720,0,1
3613717708,0,3
2009920719,1,5
1058862288,5,0
4225561809,1,0
1955394771,0,1
552400084,0,1
4018468053,15,2
400356564,1,0
1366619351,1,1
3829200088,0,1
1389163737,2,4
57996506,1,1
429192411,187,186
698152153,0,2
370472158,0,1
2845111520,1,0
4081382626,3,2
4146394340,2,4
1371337964,10,8
556594412,0,5
4031575279,1,0
1487729908,0,4
1497167095,4,3
17626361,0,1
217904380,45,54
2476012797,3,1
2814702851,6,10
1044182277,0,18
4206687501,2,1
3284989198,0,1
1796535568,28,1
116192528,2,1
3938776340,1,0
1220343066,0,1
1081931036,2,0
2145711393,0,1
3885823266,8,0
2405233956,1,0
59569444,0,4
4233950509,1,0
4045206829,0,1
1132262710,1,0
747959606,1,0
2827285816,8,3
2341795131,0,3
218428733,0,1
2278356288,0,1
2949444931,1,6
955577671,0,1
2920084809,0,1
2447701322,0,2
2681009486,9,1
2094331216,17,16
889517392,0,14
2795304275,2,0
1020065112,3,1
1439495514,0,1
67433819,0,1
254080352,0,1
601159014,29,49
1492972902,0,2
3894736234,2,0
3919902061,3,1
125105527,0,2
200078719,0,3
788329856,2,1
2991388033,1,0
604829057,1,0
4171036035,1,0
4269077892,2,1
3167024516,1,0
3914659206,1,2
1905587589,0,46
1603597697,0,1
3672438149,0,1
4144821647,1,0
1945433488,36,41
1147467151,1,5
15529362,0,1
846525844,0,1
1668609428,0,2
4107072919,1,0
3129275802,0,5
2110059932,1,0
3060594077,1,0
4016371105,3,9
3972855203,0,2
1236596135,1,0
335345065,3,0
3453810090,10,15
1922364845,6,5
537720240,1,0
2047145393,0,1
2851927475,1,0
1037890996,0,1
3061642680,0,2
4261737914,0,1
1942287805,0,2
2020931007,0,1
113046976,1,0
1596782033,1,0
3383031252,4,63
3944543701,0,2
3284465112,1,0
3165976034,2,2
3885299171,0,2
585954791,8,0
4171036135,8,14
385152499,1,0
264566260,0,1
2073359862,5,0
2606036470,1,0
3423925752,1,0
991753724,1,0
1181021693,20,12
807728642,5,15
766309892,9,6
1008006661,2,0
3841783302,42,85
3897882118,0,1
1203041802,12,25
2404185614,78,144
1429009938,1,0
3322213908,0,1
2968319510,1,0
3101488664,1,0
1328870937,1,0
568653338,0,1
3860133409,3,0
356316711,2,3
190641703,0,7
1061484074,0,2
2497508910,6,9
3042768430,1,1
3748984367,1,0
1682765362,2,0
1120204339,0,1
336393780,2,0
1269102133,11,15
1025308215,0,1
1931802173,0,1
2008872511,0,1
4218222144,0,1
1758787137,12,11
640480834,1,18
3898930757,1,2
2487023174,1,0
272954951,2,4
3861182024,1,8
393016904,1,0
102561354,2,0
170194501,0,3
3958699597,0,1
996996687,1,0
3129275989,0,1
134018659,0,1
1826944612,1,2
2505373290,5,2
3722770029,2,0
739571309,0,1
3198482033,338,348
2866607729,0,2
3450664565,30,104
4027905653,9,41
3880056439,4,0
1749874294,0,1
362608249,1,1
592770684,0,7
1997862528,0,5
2820470401,0,1
891614850,1,4
99939971,3,1
382006916,1,2
4095538821,1,1
3787257478,4,7
279246470,9,6
1149040257,0,1
3312252553,0,1
2580346507,3,9
2418341515,0,9
1000666763,0,1
2098001547,0,2
1776088715,0,1
3913086609,5,5
2119497363,3,3
643626644,0,6
899479192,0,1
433387161,0,1
4087150232,0,1
4249679516,1,5
2461857439,0,1
3016554146,1,0
2825713321,2,1
1439495850,2,0
3862754986,5,0
204273322,1,3
3043292845,1,0
914159279,2,0
2606264482,0,1
2327639730,1,0
2187130546,0,11
480048820,12,10
2063398582,4,11
54851258,0,1
98891451,10,0
3975476925,0,2
2938959550,0,1
3262445250,3,9
3147101890,1,0
154465986,0,1
438630085,1,0
2854024904,5,0
1186789066,26,21
1826944715,1,0
1446835917,4,0
2147284686,0,6
3550279376,3,4
1442117331,6,44
1031075541,0,8
3013408471,2,2
1618278109,1,0
2196567774,1,0
4047828703,6,0
2517432034,7,7
1779234531,1,0
2040854269,3,0
1603073790,4,6
3354195715,0,1
4172609286,1,0
4110219014,0,1
787281672,0,1
4293195529,13,16
927790862,0,1
2339174159,1,0
2021455632,1,4
2319775503,0,1
2960455442,0,1
809301780,0,1
4291098391,0,1
611645210,0,2
3891066652,10,8
3650942750,1,7
3952408354,0,6
847574822,1,0
3383555880,1,0
735377192,0,1
4036294442,0,1
2798974770,10,21
2044524340,0,3
53802804,0,1
4104976191,1,0
3091003201,0,1
1175254851,0,6
3597989703,2,3
3314874188,14,1
174389068,0,2
2736060240,7,11
1375008595,4,12
1585248085,1,1
3086808918,1,0
955578202,2,0
2617046875,2,1
2466576220,0,1
4078237533,1,0
2459236190,14,4
3039098719,7,4
3303864156,0,1
3386701660,0,1
2102720356,1,0
106231653,2,0
96794470,2,5
1537537893,2,1
45938537,0,17
1992095599,0,2
842332016,3,1
3503093617,0,2
1093990258,1,0
1362425715,22,71
2656892786,0,1
3053778805,0,1
2052913015,7,33
3559716727,3,0
3246716797,3,0
1825372037,0,1
3532453771,2,3
2671572879,0,1
3193763729,26,48
703920019,1,0
3693934487,1,0
3706517402,0,1
1414854554,0,1
2386884508,62,76
3034380190,0,25
3197433760,1,0
4278515623,81,65
2481780649,3,11
3700750253,1,8
508884909,0,1
1565849519,1,0
4020565933,0,1
2647979951,0,2
4254922674,1,0
1142224819,1,1
1542780852,1,0
1886713781,68,55
398784436,1,0
2448750525,1,0
2796877759,2,4
3535599553,21,4
4168939467,0,1
3856463825,214,300
1597831121,1,0
1637677011,3,6
376240081,0,1
1403844565,2,1
3577542614,0,2
1923938258,0,1
1452603345,0,1
976025562,0,3
4119132123,15,16
2422536158,1,0
1207760863,0,7
3206871008,1,0
1468332001,2,1
1722611680,0,2
3588552674,0,2
3114596323,0,1
2538403815,1,0
4289525737,1,15
935655402,0,1
1971124203,1,8
3035953133,7,0
3377788910,2,0
3284989939,1,0
1095038969,1,1
4216649732,386,401
2892298247,19,35
3648321545,2,1
2676815885,3,17
203749390,1511,863
4240242701,1,1
763688977,0,6
236779539,1,0
4273272852,79,175
1095038997,1,2
1954347032,1,0
4139579418,2,1
413988891,1,1
1581053984,1,0
3207395370,1,2
2795305003,6,2
4178901039,2,1
370473007,10,4
250411059,1,0
2662660153,2,1
3368351804,0,1
2082797629,89,187
378337341,2,0
1651832899,0,3
1797060675,0,1
601159750,0,5
2580346950,0,1
3452762187,1,0
3225745486,2,1
1868363856,0,1
3324835923,3,5
502069332,0,5
3331127381,1,0
1614084184,2,0
1973221468,3,3
1358755938,0,1
146077795,0,1
2909075559,0,1
540866664,1,1
2206529641,5,47
2074933357,0,1
1922365551,0,1
222099569,1,2
1761933426,0,4
2073884787,0,1
3191666803,0,1
242546815,0,1
3187472516,1,1
2466576516,9,6
148174993,1,0
2096953503,12,126
1792866466,3,0
3351050403,1,0
2611280038,0,9
3682400423,2,0
2027223207,1,0
3484219559,0,1
3563387047,0,1
3880581293,0,1
2675767470,128,3
2848258223,0,2
4098685107,0,3
262994100,0,6
2263152821,0,1
3919378614,0,2
1617230008,1,2
3532454072,4,5
3942971577,1,0
3119315130,5,2
1424292028,1,0
2748119227,1,0
1131739334,14,16
26015943,2,0
914159816,1,0
2845636808,1,0
3096770767,1,0
2622290128,0,4
3889494223,0,1
2434595026,2,0
2933717202,0,3
1209333973,0,1
2122643676,1,0
1230305501,0,1
135067870,0,1
1000143071,1,1
3591174371,1,0
1578432746,0,3
3480549615,5,15
1430059248,3,12
1122302193,4,2
680327408,1,3
4154259696,0,2
3102537968,0,1
4220319983,0,1
3183278331,2,1
3942971643,1,0
1630861565,0,1
3292330244,1,0
1293744391,6,4
4273797385,1,0
1920792843,3,1
4179949837,0,1
4086626579,0,3
4259117342,0,2
1900345633,0,1
420280615,2,6
1088223533,7,6
3875338544,1,1
3795122480,0,4
3822385461,3,2
1494022455,2,0
1791293752,2,8
1462040889,1,6
179108152,5,18
1779235131,11,2
3546085688,2,0
4079286590,2,4
335870275,0,2
1662318917,0,1
623180103,8,3
2586638667,0,5
1837955410,0,6
2205481299,2,11
2865035605,2,0
1801255254,1,1
3014981981,1,2
2690447714,0,1
3930913123,1,0
1305803108,3,14
2483878244,2,0
733280612,1,0
4272224612,0,1
3212114278,0,1
3731159401,0,2
225245545,0,2
3880057195,1,1
3768908139,0,12
3552377198,5,12
3423926638,0,1
994376046,0,2
1332017519,0,1
3680303475,0,2
2391603575,2,0
3362584958,0,3
1166866815,2,0
1154283905,1,0
1442118017,0,3
3346856325,0,1
1086126472,1,1
1689057675,1,0
2536307084,1,0
950335884,0,1
2986670480,0,1
1944385938,1,1
2116352402,0,1
592771478,0,2
820836761,1,3
2681010587,1,0
707066269,0,2
297597342,1,0
2028796324,9,0
2010446245,134,345
2695166372,2,4
2568288676,0,1
951384489,2,0
161282474,4,0
3644127658,0,3
3096246702,42,67
1996290481,0,5
1577908668,0,9
3109353921,1,3
3754228166,0,1
2396846538,21,15
2992961996,7,3
4263836110,2,4
2188179921,0,1
2256337363,33,12
1244461523,0,1
1346697684,0,2
3035429335,0,1
4113365465,69,43
3346332122,1,2
1410136544,1,0
2944727520,0,2
3061643749,0,2
3811375594,1440,2034
4015323627,0,8
2814179821,7,3
2884958704,1,0
150796786,2,0
1673853427,1,5
1523382770,1,0
284490229,0,1
2535782898,0,1
728562171,3,0
2844064254,6,1
2708273666,1,0
1314716163,0,1
1438972420,1,0
329579016,0,4
3012885001,2,0
2317154826,150,224
4199873038,15,13
348453394,1,0
640481811,0,1
1581578773,1,0
2525821462,1,3
2837248535,1,0
2817849878,3,0
1743583771,1,0
1349319195,1,0
1881995803,0,1
2037709349,9,31
382532134,0,2
3046439464,2,0
4262787627,3,62
3952409132,1,3
3147627053,1,1
3387750955,0,1
654637615,1,0
417659439,0,26
807205423,0,1
2872900148,1,0
2026175030,1,0
1405942328,0,1
3877960250,1,0
2482305595,1,0
3542415934,0,2
2834102846,0,1
3448044101,0,1
3207395910,1,1
893712967,12,4
323287622,0,1
